Employee_ID,Age,Gender,Country,Job_Role,Experience_Years,Company_Size,Work_Hours_Per_Day,Meetings_Per_Day,Internet_Speed_Mbps,Work_Environment,Sleep_Hours,Exercise_Hours_Per_Week,Screen_Time_Hours,Stress_Level,Productivity_Score,Burnout_Risk
250,28,Male,Japan,Data Scientist,3,MNC,7.1,2,22.3,Hybrid,6.9,3.4,10.0,High,69,No
251,45,Male,Australia,Manager,1,Large,7.6,2,61.3,Home,8.1,3.0,5.7,Medium,98,No
252,45,Female,USA,Software Engineer,12,Small,8.5,1,144.5,Coworking,7.9,3.1,9.0,Medium,100,No
253,51,Other,South Korea,Manager,22,Medium,8.4,0,26.8,Home,5.1,3.6,11.6,High,67,No
254,54,Female,Australia,HR,16,Medium,7.8,3,159.3,Home,4.6,2.5,12.6,Medium,61,No
255,30,Female,Japan,Designer,4,MNC,5.1,4,196.1,Coworking,4.8,4.2,10.3,Medium,66,No
256,27,Female,Japan,Marketing,0,Medium,9.6,2,188.7,Coworking,5.3,2.6,12.9,High,79,No
257,41,Other,USA,Software Developer,16,Small,6.6,7,101.8,Coworking,4.7,0.5,11.6,Low,45,Yes
258,22,Female,UK,Software Developer,1,Medium,8.4,5,20.9,Office,5.1,0.8,8.6,High,57,Yes
259,45,Male,UK,Data Analyst,3,Medium,4.1,7,20.8,Home,5.4,1.6,7.2,High,31,Yes
260,35,Male,South Korea,HR,7,Medium,9.8,7,154.3,Hybrid,6.2,4.7,5.6,High,93,No
261,41,Male,Canada,Marketing,17,Large,9.4,0,75.7,Coworking,5.6,4.6,5.8,Medium,90,No
262,39,Female,India,Data Scientist,10,Medium,9.8,6,177.6,Coworking,6.0,5.0,12.1,High,86,No
263,42,Female,China,Data Analyst,17,Large,4.9,6,47.6,Hybrid,6.8,2.8,13.7,Medium,46,Yes
264,54,Female,India,Software Developer,3,Large,6.5,0,171.6,Hybrid,6.8,3.1,6.0,High,100,No
265,49,Other,Japan,Software Engineer,25,Large,7.3,6,144.5,Office,6.7,0.5,9.1,Low,75,No
266,31,Male,India,Data Analyst,4,Small,4.8,5,171.5,Coworking,7.3,2.8,8.7,High,70,No
267,43,Female,India,Data Analyst,11,Medium,4.4,7,31.3,Office,5.8,5.9,12.1,High,57,Yes
268,53,Other,Australia,Designer,6,Small,9.2,1,72.7,Office,7.8,3.1,6.8,Low,100,No
269,36,Other,USA,Software Engineer,5,Medium,5.0,5,55.4,Coworking,6.3,5.9,11.9,High,57,Yes
270,23,Male,China,Software Developer,0,Large,4.6,2,182.8,Home,6.7,3.0,5.9,Low,86,No
271,44,Other,Australia,HR,17,MNC,4.6,4,193.3,Hybrid,5.0,3.1,7.6,High,59,Yes
272,42,Female,Germany,Data Scientist,7,Small,8.8,6,47.2,Hybrid,8.5,3.1,9.0,Low,93,No
273,33,Female,UK,HR,1,Medium,5.9,2,79.0,Office,8.5,1.0,9.6,High,75,No
274,22,Other,South Korea,Manager,0,Small,5.1,4,149.2,Hybrid,8.1,1.9,12.2,Low,68,No
275,40,Female,Australia,Data Scientist,8,MNC,8.8,5,70.7,Hybrid,8.9,2.9,6.1,High,96,No
276,34,Female,Australia,Manager,1,Small,5.0,5,196.2,Home,7.3,0.8,11.2,High,72,No
277,54,Female,Australia,Data Analyst,3,Medium,8.3,1,49.9,Coworking,5.9,5.8,8.0,Low,89,No
278,27,Female,UK,Software Engineer,2,MNC,8.6,0,99.5,Office,8.1,2.8,8.2,Low,100,No
279,43,Female,Japan,Data Analyst,2,MNC,9.3,5,43.0,Coworking,7.6,5.0,5.9,High,100,No
280,39,Male,China,Marketing,10,MNC,7.9,7,119.7,Office,7.7,4.8,12.6,Low,84,No
281,54,Female,South Korea,HR,19,MNC,8.4,1,71.8,Home,7.4,0.4,6.6,Low,85,No
282,41,Female,China,Software Engineer,0,MNC,9.0,6,24.6,Office,5.7,5.2,6.9,High,72,No
283,42,Other,Australia,Data Analyst,2,Large,8.6,4,134.1,Coworking,8.7,5.2,11.9,Low,100,No
284,34,Female,India,Software Developer,1,Medium,7.9,5,137.4,Coworking,6.8,0.7,9.0,High,76,No
285,35,Female,UK,Data Scientist,3,Small,6.3,5,82.3,Home,8.9,0.7,8.8,Medium,77,No
286,45,Female,Australia,Designer,13,MNC,9.5,6,34.2,Home,7.5,5.8,12.4,Low,96,No
287,30,Female,Canada,HR,3,Small,9.9,5,148.1,Coworking,5.5,5.0,7.5,Medium,88,No
288,35,Other,Germany,Manager,7,Medium,8.2,4,23.0,Coworking,5.3,0.3,10.1,High,55,Yes
289,46,Male,UK,Software Engineer,13,Small,7.6,2,53.0,Office,7.7,3.6,5.6,Low,90,No
290,29,Male,Japan,Manager,1,Large,8.0,5,74.7,Office,8.9,3.8,9.8,High,91,No
291,51,Female,UK,Data Analyst,11,Large,7.5,7,159.9,Office,6.9,4.0,7.3,Medium,90,No
292,24,Other,Canada,Software Developer,0,Large,8.4,0,182.8,Home,7.3,5.0,12.9,Low,100,No
293,29,Male,Germany,Designer,4,Medium,8.2,7,70.2,Hybrid,6.2,4.6,10.4,High,72,No
294,50,Other,UK,Designer,21,Large,7.6,2,94.6,Coworking,7.9,3.8,11.1,Medium,89,No
295,49,Female,Canada,Data Scientist,3,MNC,6.3,4,194.4,Home,5.3,1.6,9.3,Low,64,No
296,22,Other,UK,Manager,1,MNC,7.8,5,179.4,Hybrid,4.0,0.2,10.4,Low,49,Yes
297,29,Male,Germany,Software Developer,2,MNC,5.7,0,95.6,Office,6.4,3.7,9.2,Low,73,No
298,41,Male,Japan,Data Scientist,16,Small,7.1,5,172.3,Hybrid,4.2,5.0,12.6,Medium,72,No
299,47,Male,South Korea,Marketing,6,Large,8.8,0,51.5,Hybrid,6.0,0.3,7.5,Low,75,No
300,38,Female,USA,Software Engineer,6,Small,7.4,6,103.8,Coworking,7.5,6.0,6.2,Medium,92,No
301,22,Male,Japan,Software Engineer,1,MNC,6.5,3,177.6,Hybrid,7.4,1.5,11.1,Medium,87,No
302,47,Female,Germany,Manager,6,Medium,9.7,4,10.3,Hybrid,7.2,0.3,7.3,High,78,No
303,41,Female,China,Manager,17,Large,5.5,3,82.9,Office,6.3,2.2,6.1,Low,63,No
304,41,Other,India,Marketing,16,Small,4.4,1,71.0,Coworking,7.7,2.5,10.8,High,68,No
305,23,Male,Germany,Manager,0,Large,7.6,1,105.4,Office,4.7,0.7,6.4,Medium,70,No
306,41,Female,Canada,HR,5,MNC,4.7,1,110.7,Office,8.1,5.9,12.4,Low,89,No
307,33,Male,Germany,Software Developer,2,Medium,6.7,6,119.7,Home,4.2,0.7,10.0,Medium,35,Yes
308,46,Female,Germany,Software Engineer,22,Small,8.9,5,170.7,Office,7.5,2.6,11.1,Medium,94,No
309,30,Female,China,Software Engineer,4,MNC,9.2,5,94.8,Hybrid,8.0,4.9,12.7,High,91,No
310,44,Other,UK,Designer,7,Small,9.3,7,80.5,Hybrid,7.0,4.2,11.2,High,85,No
311,49,Other,South Korea,Data Analyst,4,Small,7.9,4,179.1,Hybrid,5.7,0.9,5.2,Medium,74,No
312,39,Female,China,Marketing,2,MNC,6.0,6,160.4,Home,7.0,0.6,12.6,Low,61,No
313,33,Female,India,Manager,5,Small,6.7,3,41.8,Home,8.9,1.4,13.8,Low,80,No
314,32,Female,Australia,Designer,3,MNC,4.6,5,15.9,Hybrid,5.9,1.0,5.2,Low,42,Yes
315,36,Female,UK,Software Engineer,4,MNC,5.7,4,168.7,Home,5.9,2.2,9.3,Low,69,No
316,25,Female,Australia,Data Analyst,1,Small,9.0,0,26.8,Coworking,7.0,0.9,5.3,High,89,No
317,25,Male,Australia,Software Developer,0,Medium,4.9,0,111.1,Office,4.8,1.5,12.5,Low,54,Yes
318,53,Male,China,Data Scientist,12,MNC,5.2,0,106.4,Coworking,7.4,1.4,12.5,Low,74,No
319,22,Female,UK,HR,1,Small,7.5,4,94.4,Hybrid,7.1,2.9,8.6,Medium,89,No
320,39,Female,Canada,Data Scientist,7,MNC,6.0,7,127.9,Hybrid,5.0,2.4,5.4,Low,65,No
321,40,Male,Japan,HR,1,Large,8.3,4,97.1,Office,4.2,4.5,9.9,Medium,70,No
322,38,Other,China,Software Engineer,8,Small,9.3,3,194.2,Office,8.7,3.1,5.8,High,100,No
323,53,Male,Canada,Software Engineer,5,Medium,7.5,1,103.4,Hybrid,6.6,3.4,9.0,Low,83,No
324,32,Female,Japan,HR,8,Medium,6.2,0,174.5,Hybrid,8.9,2.4,12.4,High,91,No
325,25,Male,Japan,Software Engineer,2,Large,9.7,7,199.3,Coworking,4.3,0.0,10.8,Medium,67,No
326,53,Female,Canada,Manager,7,Large,4.4,5,58.6,Home,4.2,5.8,7.0,High,53,Yes
327,37,Other,UK,Data Scientist,1,Small,6.9,4,15.8,Office,8.4,3.2,10.7,High,83,No
328,37,Female,South Korea,HR,11,Small,8.8,7,149.3,Home,6.6,4.8,13.9,Low,90,No
329,29,Male,Germany,Designer,1,Medium,9.0,6,10.4,Home,4.2,2.1,10.7,Medium,40,Yes
330,34,Other,Australia,Data Scientist,7,MNC,9.6,3,135.1,Office,7.8,5.1,10.5,Medium,100,No
331,44,Other,Canada,Manager,8,Large,8.3,5,87.4,Hybrid,6.0,0.4,8.1,Low,70,No
332,35,Other,USA,Manager,11,Medium,7.5,7,23.7,Hybrid,8.8,3.1,7.7,High,85,No
333,38,Female,Canada,HR,1,Large,8.8,7,100.9,Home,4.7,4.3,11.0,High,59,Yes
334,24,Female,China,Manager,2,Small,9.6,5,60.6,Coworking,4.1,3.5,12.6,Low,66,No
335,51,Female,Canada,Data Scientist,20,Small,4.2,2,78.0,Coworking,7.2,0.7,13.0,Low,54,Yes
336,53,Male,South Korea,Designer,29,Small,6.7,3,128.7,Office,4.4,4.1,7.2,Medium,65,No
337,45,Other,India,Designer,14,Medium,7.3,6,32.8,Coworking,8.6,4.3,8.6,Medium,81,No
338,35,Female,Australia,Data Scientist,1,MNC,4.8,1,147.1,Home,5.4,2.4,5.9,Low,75,No
339,50,Female,South Korea,Software Developer,25,Medium,8.3,5,144.3,Coworking,4.3,5.0,5.0,High,83,No
340,50,Male,Canada,Data Scientist,27,Small,4.6,0,34.7,Home,6.8,5.2,10.1,Medium,80,No
341,36,Female,UK,Software Developer,2,Large,6.6,0,81.7,Home,8.7,4.1,6.0,High,100,No
342,47,Female,China,Data Analyst,0,MNC,9.6,0,143.7,Home,4.0,1.0,11.4,High,64,No
343,54,Other,Canada,Software Engineer,23,Small,8.6,0,138.5,Hybrid,8.7,1.6,9.3,Medium,100,No
344,33,Male,South Korea,Data Scientist,4,Medium,4.3,4,104.7,Hybrid,5.9,5.2,9.3,Medium,72,No
345,35,Other,USA,Marketing,2,MNC,6.2,3,173.2,Hybrid,4.9,3.3,8.7,Low,75,No
346,37,Male,India,Data Analyst,8,Large,7.9,2,148.8,Coworking,7.2,4.8,11.8,Medium,92,No
347,30,Female,South Korea,Designer,7,Large,9.6,3,150.3,Hybrid,5.6,3.9,8.6,High,92,No
348,22,Male,Japan,Manager,1,Small,4.5,2,79.9,Office,4.3,0.7,9.6,Low,33,Yes
349,31,Male,UK,Manager,4,Small,9.5,1,13.7,Office,4.6,2.5,9.4,High,60,No
350,38,Other,USA,Designer,11,Medium,7.6,7,147.7,Office,8.4,0.2,8.6,High,88,No
351,41,Other,Japan,Data Analyst,15,MNC,8.6,7,35.0,Coworking,8.3,3.5,5.7,Medium,85,No
352,51,Female,Germany,Data Analyst,8,MNC,4.7,5,92.7,Hybrid,5.7,2.1,11.7,High,48,Yes
353,33,Female,China,Software Engineer,10,Medium,8.0,4,195.1,Office,8.2,0.1,13.1,High,92,No
354,44,Male,South Korea,Marketing,7,Large,5.2,2,67.6,Home,4.3,1.4,7.2,Low,41,Yes
355,34,Male,UK,Marketing,11,MNC,6.8,1,120.6,Hybrid,9.0,1.4,9.8,Medium,98,No
356,32,Male,Japan,Marketing,5,MNC,6.2,2,147.9,Coworking,7.1,5.4,12.6,High,86,No
357,40,Other,Germany,HR,10,MNC,9.9,7,130.8,Hybrid,5.9,4.0,7.3,Medium,95,No
358,45,Male,Japan,Software Engineer,21,Medium,6.8,6,21.5,Home,7.4,4.1,13.4,Low,71,No
359,32,Female,Germany,Manager,7,MNC,4.8,1,67.4,Hybrid,7.8,2.1,13.5,High,61,No
360,26,Male,Germany,Manager,1,Small,7.3,5,92.2,Home,4.2,1.0,9.0,Low,43,Yes
361,54,Female,Australia,Software Engineer,16,MNC,9.9,4,110.2,Hybrid,6.0,4.0,6.0,Low,99,No
362,47,Male,Canada,Manager,24,Large,5.3,4,93.0,Coworking,7.0,0.4,10.6,Low,55,Yes
363,27,Female,Germany,Software Engineer,3,MNC,9.0,4,182.5,Office,8.7,5.8,9.7,Low,100,No
364,29,Female,South Korea,Manager,4,Medium,9.1,5,146.5,Hybrid,5.2,3.8,11.0,Medium,75,No
365,41,Female,Australia,Data Analyst,17,Large,8.6,5,124.6,Hybrid,8.2,4.7,8.4,Low,100,No
366,42,Male,USA,Manager,9,Small,5.9,1,107.8,Hybrid,8.0,1.5,7.2,Low,80,No
367,24,Male,South Korea,HR,0,Small,4.0,3,64.9,Hybrid,6.0,5.5,13.9,High,56,Yes
368,50,Female,Germany,Software Engineer,6,Small,6.2,3,27.2,Hybrid,4.2,0.3,9.0,Low,35,Yes
369,35,Female,Canada,Software Developer,0,MNC,8.7,3,83.4,Home,6.9,2.5,12.6,High,87,No
370,47,Other,China,Manager,12,Small,9.8,6,106.1,Coworking,5.1,0.2,5.3,High,76,No
371,43,Other,Japan,Data Scientist,1,Small,8.1,0,190.6,Hybrid,6.9,2.6,10.2,Medium,100,No
372,33,Male,Japan,Manager,9,Small,9.0,4,77.1,Hybrid,8.5,5.7,13.0,Medium,100,No
373,35,Other,Australia,HR,3,Medium,8.9,3,104.5,Coworking,5.0,3.5,6.7,High,85,No
374,49,Other,India,HR,13,Medium,4.4,3,66.1,Coworking,8.4,2.8,5.9,High,77,No
375,50,Male,India,HR,23,Large,6.1,3,38.8,Home,8.4,3.2,7.5,Medium,86,No
376,26,Female,Japan,Software Engineer,4,Small,8.6,0,122.2,Coworking,4.3,2.2,11.5,High,69,No
377,28,Female,USA,Marketing,6,Small,5.8,4,93.1,Hybrid,8.4,0.3,6.7,Low,72,No
378,26,Male,India,HR,4,Large,6.5,1,180.2,Home,8.1,1.5,7.4,Low,95,No
379,37,Male,India,HR,7,MNC,8.6,5,122.2,Office,7.3,0.5,9.9,High,76,No
380,53,Male,Australia,Marketing,26,Large,5.6,5,120.9,Hybrid,8.8,0.3,7.4,High,82,No
381,46,Other,India,HR,20,Large,7.4,0,107.6,Coworking,6.5,2.2,13.4,Medium,76,No
382,23,Male,UK,Data Scientist,1,Medium,5.1,6,97.7,Hybrid,8.6,4.2,11.6,Medium,73,No
383,38,Male,Germany,Marketing,1,Medium,8.8,4,37.0,Coworking,5.1,4.0,6.4,Medium,81,No
384,33,Other,Germany,Software Engineer,6,Medium,7.3,0,82.3,Home,4.8,4.7,11.6,Medium,78,No
385,40,Other,Japan,Data Scientist,10,Small,9.0,7,161.5,Coworking,7.1,5.1,5.9,Medium,100,No
386,50,Male,Japan,Data Scientist,18,Small,8.2,0,193.7,Home,4.3,3.0,11.5,High,79,No
387,34,Male,Germany,Manager,2,Large,9.7,7,35.0,Home,8.3,0.9,7.8,High,85,No
388,23,Female,UK,Data Scientist,1,Medium,8.9,0,161.4,Office,5.3,3.7,10.1,Medium,91,No
389,40,Female,Germany,HR,18,Small,4.1,7,40.9,Office,4.9,0.1,8.5,High,30,Yes
390,48,Male,Germany,Marketing,11,MNC,7.7,0,91.8,Hybrid,8.4,3.6,7.2,High,100,No
391,40,Male,Germany,Designer,4,Large,4.4,5,81.0,Home,8.7,3.9,11.0,Medium,69,No
392,44,Male,Japan,Manager,13,MNC,8.7,7,152.7,Office,4.5,1.7,7.5,High,62,No
393,29,Female,Japan,Software Developer,1,Medium,6.7,1,44.1,Coworking,8.9,0.7,8.6,High,88,No
394,39,Female,USA,Data Analyst,8,Small,5.2,0,85.5,Home,5.3,1.2,9.3,Low,61,No
395,45,Other,South Korea,Data Analyst,9,Small,8.1,1,124.7,Hybrid,4.4,0.5,13.6,Medium,52,Yes
396,41,Male,UK,HR,11,Medium,6.7,2,133.2,Office,5.3,0.1,13.7,High,46,Yes
397,48,Female,Australia,Data Analyst,9,MNC,6.7,7,125.9,Coworking,5.6,1.6,10.4,Low,50,Yes
398,25,Female,South Korea,Data Scientist,0,Medium,4.7,0,39.4,Home,8.7,4.4,12.9,High,80,No
399,43,Female,Germany,Software Engineer,3,Large,8.2,0,19.6,Home,7.1,2.3,13.4,High,75,No
400,40,Male,India,Software Developer,0,Medium,5.3,0,169.6,Office,4.9,4.0,13.8,High,72,No
401,31,Other,Japan,Designer,1,Medium,8.5,1,27.6,Home,7.7,5.5,8.9,High,94,No
402,25,Female,Japan,HR,0,MNC,7.1,2,11.7,Home,6.9,3.7,10.7,Low,72,No
403,41,Male,China,Designer,12,Small,4.5,0,165.5,Home,4.3,5.5,5.3,Medium,82,No
404,26,Other,Australia,Designer,2,MNC,5.5,7,77.4,Hybrid,6.1,1.3,10.4,Low,53,Yes
405,51,Other,South Korea,Software Developer,15,MNC,6.0,1,163.0,Office,8.1,5.6,9.9,High,98,No
406,24,Male,India,Software Engineer,1,MNC,7.1,6,150.2,Home,6.6,0.4,8.3,Medium,67,No
407,27,Male,Japan,Software Developer,2,Medium,7.2,0,174.4,Home,8.6,5.2,5.3,Medium,100,No
408,42,Female,Canada,HR,1,MNC,7.8,2,131.2,Hybrid,8.2,3.0,9.8,Medium,96,No
409,36,Other,USA,Designer,11,Medium,6.5,6,65.6,Hybrid,6.2,0.1,7.7,Low,54,Yes
410,45,Other,Germany,Manager,3,Medium,5.3,0,155.2,Hybrid,6.0,3.9,7.3,Low,84,No
411,42,Male,Canada,HR,15,Medium,7.1,0,45.3,Hybrid,7.3,5.3,12.3,Low,93,No
412,40,Male,Japan,Designer,2,Large,8.8,0,68.9,Hybrid,5.2,3.1,9.8,Medium,81,No
413,45,Male,India,Designer,12,Medium,5.8,7,163.8,Office,7.9,3.8,8.4,High,83,No
414,37,Male,UK,HR,0,MNC,5.9,4,84.6,Office,6.8,3.0,6.7,Low,76,No
415,26,Other,India,Manager,1,Small,9.3,3,173.2,Office,7.7,2.6,10.5,Medium,97,No
416,44,Other,Germany,HR,12,Medium,8.3,3,53.6,Home,4.6,1.0,5.0,Medium,68,No
417,27,Other,UK,HR,3,Small,7.1,5,112.9,Office,5.7,2.5,11.6,Medium,67,No
418,35,Male,Japan,Data Analyst,9,Large,6.1,3,120.6,Hybrid,4.6,1.3,7.8,High,55,Yes
419,40,Male,UK,Data Scientist,14,MNC,8.5,7,127.1,Office,6.8,2.5,8.9,Low,85,No
420,24,Other,Australia,Software Engineer,1,MNC,6.5,1,42.6,Home,6.5,2.5,12.8,High,71,No
421,50,Male,Australia,Software Engineer,15,MNC,9.7,7,125.1,Hybrid,4.6,2.0,6.3,Medium,68,No
422,38,Male,Germany,Software Engineer,6,Large,4.7,1,180.2,Hybrid,5.0,3.0,8.8,High,73,No
423,38,Other,India,Manager,10,Small,4.4,4,87.5,Coworking,8.4,1.3,11.4,Low,65,No
424,49,Male,Germany,Marketing,8,Small,7.2,0,98.4,Home,8.4,1.2,6.1,High,98,No
425,28,Male,Canada,HR,5,MNC,7.1,2,172.4,Coworking,8.4,2.8,5.7,High,100,No
426,39,Female,Germany,Designer,15,Large,5.2,7,176.7,Office,5.9,3.3,13.7,High,53,Yes
427,39,Other,USA,Marketing,1,Medium,7.1,5,92.4,Hybrid,9.0,3.4,7.9,Low,100,No
428,24,Male,Germany,Marketing,1,Medium,8.4,7,23.1,Hybrid,5.8,2.8,11.5,Low,56,Yes
429,52,Female,Germany,Manager,10,MNC,9.6,5,51.4,Office,7.3,2.9,5.0,High,89,No
430,36,Other,UK,Marketing,8,Large,7.5,0,120.9,Hybrid,7.9,4.5,12.2,Low,98,No
431,38,Female,China,Manager,2,Medium,8.0,7,145.5,Office,5.9,4.0,8.1,Low,81,No
432,50,Female,USA,Marketing,25,Small,9.4,6,125.0,Coworking,6.2,4.6,12.7,Medium,87,No
433,43,Male,Germany,Designer,9,Small,5.8,4,146.1,Office,5.4,1.2,7.8,Low,59,Yes
434,23,Other,South Korea,Marketing,1,Large,9.2,1,106.3,Coworking,4.9,0.5,11.3,High,62,No
435,47,Male,South Korea,Marketing,22,Small,8.0,7,91.9,Home,6.7,3.2,10.7,High,78,No
436,51,Female,India,Manager,28,Medium,5.9,4,166.9,Hybrid,6.3,1.7,10.9,Low,68,No
437,43,Other,Germany,HR,9,MNC,8.0,6,166.1,Office,6.3,5.9,12.1,Low,86,No
438,41,Male,Australia,Data Analyst,11,MNC,4.9,7,15.9,Home,5.3,0.2,12.9,High,30,Yes
439,36,Female,USA,Designer,4,MNC,7.8,5,136.7,Coworking,5.6,5.4,13.0,Medium,77,No
440,50,Female,South Korea,Software Engineer,6,Medium,10.0,5,27.9,Office,7.7,4.9,11.4,Medium,96,No
441,48,Male,China,Data Analyst,19,Large,9.4,4,152.2,Office,8.0,5.1,14.0,High,100,No
442,52,Female,Japan,Software Engineer,14,Large,5.8,4,34.7,Coworking,4.1,2.2,12.1,Medium,32,Yes
443,51,Male,UK,Data Scientist,27,Medium,7.9,2,13.0,Office,4.1,5.5,11.4,Medium,66,No
444,53,Male,UK,Data Analyst,22,Large,9.0,2,11.0,Office,8.7,2.5,8.6,High,100,No
445,46,Other,UK,Software Developer,3,Medium,9.9,6,149.3,Coworking,7.4,0.8,10.2,Medium,92,No
446,44,Male,South Korea,Software Developer,10,Large,9.6,6,127.5,Coworking,7.2,2.8,9.0,Low,98,No
447,25,Male,India,Data Scientist,1,Medium,8.8,3,188.6,Coworking,6.5,5.7,12.5,High,97,No
448,39,Male,India,Data Analyst,10,Large,5.0,4,20.3,Office,7.2,5.8,5.6,High,81,No
449,40,Male,UK,HR,0,Medium,7.8,3,88.6,Coworking,5.0,0.3,10.2,Medium,62,No
450,50,Male,Australia,Designer,13,MNC,5.0,3,140.2,Coworking,4.1,1.0,9.1,High,44,Yes
451,41,Male,Canada,Data Scientist,5,MNC,7.2,7,191.2,Office,8.4,3.5,12.5,Low,97,No
452,47,Female,India,Software Engineer,10,Medium,7.6,7,122.9,Hybrid,7.5,0.4,7.1,Low,82,No
453,41,Female,South Korea,Software Engineer,19,Small,5.5,5,135.2,Hybrid,5.1,5.2,13.0,High,58,Yes
454,44,Female,Japan,Software Developer,8,Small,10.0,3,51.1,Hybrid,7.5,3.6,10.6,Medium,88,No
455,52,Female,Australia,Manager,20,Small,4.4,3,76.0,Home,6.2,2.4,11.0,Low,52,Yes
456,51,Female,Germany,Manager,28,Small,4.5,2,160.0,Office,6.1,1.0,9.3,Medium,67,No
457,45,Female,Germany,HR,9,Large,4.4,6,38.0,Hybrid,8.9,4.6,13.7,High,70,No
458,44,Male,Japan,Software Engineer,7,Large,5.2,7,66.9,Office,5.2,0.8,7.3,Low,47,Yes
459,34,Male,USA,Software Developer,3,Large,5.3,5,180.7,Office,7.9,0.5,13.9,Medium,66,No
460,44,Female,Germany,Software Engineer,21,Small,6.9,6,144.3,Home,7.1,0.9,9.3,Low,69,No
461,45,Other,South Korea,Software Engineer,2,Small,4.0,3,102.7,Office,4.4,2.8,7.8,Low,45,Yes
462,30,Other,USA,Manager,5,MNC,8.4,7,114.0,Hybrid,9.0,4.0,6.8,Low,98,No
463,34,Other,China,HR,0,Small,8.6,7,80.6,Office,5.0,2.9,11.7,High,52,Yes
464,33,Male,Germany,Manager,11,Large,8.1,3,78.7,Home,8.3,2.4,8.0,Low,98,No
465,46,Female,Japan,Designer,7,Small,5.2,0,165.4,Office,6.6,4.4,9.6,High,80,No
466,52,Male,Japan,Software Engineer,21,MNC,5.4,6,187.1,Coworking,7.7,1.7,6.2,Low,80,No
467,49,Other,South Korea,Software Engineer,20,Large,5.7,3,103.2,Office,6.0,5.4,10.4,Low,76,No
468,29,Female,China,Data Analyst,6,Small,7.4,0,159.3,Hybrid,5.3,5.6,13.0,High,82,No
469,52,Female,China,Designer,28,MNC,8.8,5,197.8,Home,4.1,1.5,9.7,Low,70,No
470,43,Other,India,Data Analyst,3,Small,4.0,6,124.1,Office,4.3,2.3,7.1,Low,45,Yes
471,54,Other,UK,Manager,0,MNC,6.1,0,65.9,Coworking,5.2,5.7,13.5,High,69,No
472,29,Female,India,Designer,2,Large,5.4,2,122.1,Coworking,4.0,4.6,11.3,High,57,Yes
473,23,Male,India,Manager,1,Large,6.6,0,143.8,Coworking,8.7,2.3,11.4,High,100,No
474,34,Female,Japan,Data Analyst,10,Small,4.2,4,18.6,Hybrid,7.2,1.4,11.0,High,53,Yes
475,31,Other,Canada,Marketing,4,MNC,4.3,3,62.9,Coworking,8.3,5.6,14.0,High,73,No
476,32,Male,China,Software Developer,1,Small,5.3,7,19.4,Office,7.6,0.7,10.5,High,50,Yes
477,48,Male,India,Data Analyst,11,Medium,6.3,7,48.0,Home,4.3,3.4,10.9,Low,48,Yes
478,53,Female,Japan,Manager,25,Medium,8.1,4,168.7,Hybrid,8.6,2.2,7.9,Low,98,No
479,29,Other,China,Software Developer,0,Large,5.7,2,75.6,Hybrid,4.2,5.8,11.0,Low,65,No
480,49,Female,China,Software Engineer,26,Medium,7.7,2,46.5,Office,5.5,3.7,10.4,Medium,74,No
481,25,Male,South Korea,Data Analyst,1,Small,5.7,2,74.6,Home,6.3,4.1,9.9,Medium,75,No
482,40,Other,Germany,Marketing,2,Small,4.9,7,94.1,Office,5.3,2.1,12.5,High,32,Yes
483,33,Male,India,Software Developer,7,Medium,9.6,1,186.4,Home,4.3,0.6,6.5,High,75,No
484,52,Male,India,Data Scientist,23,Large,6.0,4,94.9,Hybrid,6.5,1.5,9.2,High,61,No
485,30,Male,South Korea,Designer,3,MNC,8.5,1,43.7,Home,5.5,0.7,13.5,Low,66,No
486,36,Male,UK,HR,2,Large,5.3,4,57.4,Home,7.6,5.1,8.2,High,77,No
487,44,Female,Japan,Software Developer,3,MNC,5.9,6,30.3,Hybrid,6.2,4.4,13.5,Low,58,Yes
488,46,Other,Australia,Manager,19,Large,9.0,5,42.9,Coworking,6.4,0.7,11.1,Low,62,No
489,36,Male,South Korea,Designer,13,Medium,7.8,7,32.2,Coworking,6.7,5.4,8.1,High,72,No
490,44,Female,Japan,Software Engineer,3,Large,7.5,4,166.0,Coworking,6.8,3.9,13.1,High,90,No
491,31,Other,Australia,Software Engineer,8,Medium,9.7,7,167.0,Home,8.0,0.6,10.2,Low,91,No
492,50,Other,UK,Software Developer,4,Small,4.4,7,158.9,Hybrid,7.5,3.7,12.8,High,63,No
493,33,Other,Japan,Software Developer,6,Small,5.0,2,152.2,Hybrid,6.8,1.5,8.8,Low,65,No
494,30,Other,China,Designer,6,Small,9.8,4,55.6,Office,4.7,0.7,5.2,Low,74,No
495,43,Male,UK,Software Developer,7,MNC,9.9,0,58.0,Home,6.9,2.2,12.4,Medium,95,No
496,43,Other,Japan,Designer,5,MNC,9.4,7,78.9,Hybrid,8.0,2.0,6.9,Medium,97,No
497,38,Female,UK,Manager,15,Medium,6.9,5,117.5,Hybrid,4.9,0.8,10.2,Medium,46,Yes
498,48,Other,Canada,Manager,12,Small,6.8,4,48.8,Hybrid,4.1,4.1,5.7,High,60,No
499,46,Other,Australia,Designer,1,MNC,4.2,4,69.2,Office,5.2,3.9,10.6,Low,53,Yes
500,38,Female,China,Marketing,13,Medium,9.1,6,89.4,Office,4.6,3.7,13.4,Medium,57,Yes
501,38,Other,Germany,Data Analyst,2,Large,6.1,3,139.5,Home,8.7,0.3,7.9,Medium,80,No
